id,nombre
0,"OLD MUTUAL"
1,ING
2,PORVENIR
3,PROTECCION
4,ISS
5,COLFONDOS
6,HORIZONTE
7,PENSIONADO
8,"NO TIENE"
9,COLPENSIONES
10,FIDUPREVISORA
12,"FUERZAS MILITARES"
13,N/A
14,"SKANDIA OLD MUTUAL"
15,IESS
16,"OLD MUTUAL"
17,"OLD MUTUAL ALTERNATIVO"
18,CAXDAC
19,FONPRECON
20,"PENSIONES DE ANTIOQUIA"
