id,nombre
1,SURA
2,MAPFRE
3,COLMENA
4,SANITAS
5,POSITIVA
6,"AXA COLPATRIA"
7,"NO APORTA"
8,N/A
9,"LIBERTY SEGUROS"
10,IESS
11,"SEGUROS BOLIVAR"
