id,nombre
1,BANCOLOMBIA
2,"AV VILLAS"
3,Colmena
4,BBVA
5,HSBC
6,Sudameris
7,"Gran Ahorrar"
8,DAVIVIENDA
9,BOGOTA
10,AGRARIO
11,"CAJA SOCIAL"
12,"CRUCE VENTAS"
13,"CRUCE DE COMISION"
14,"DIRECTV ESPERA DE PAGO"
15,"AUTORIZ DESCUENTO"
16,CITIBANK
17,COOMULTRASAN
18,COLPATRIA
19,"BANCO GANADERO"
20,BANCOOMEVA
21,CORPBANCA
