"Empresa","Item","precio","estado","nomtipo"
"SYM","SYM TENIS AZULES HOME MASCULINO 40","45965","Activo","DOTACION"
"SYM","SYM TENIS AZULES HOME MASCULINO 41","45965","Activo","DOTACION"
"SYM","SYM TENIS AZULES HOME MASCULINO 42","45965","Activo","DOTACION"
"SYM","SYM TENIS AZULES HOME MASCULINO 43","45932","Activo","DOTACION"
"SYM","SYM TENIS AZULES HOME MASCULINO 44","45965","Activo","DOTACION"
"SYM","SYM TENIS AZULES HOME MASCULINO 45","45932","Activo","DOTACION"
"SYM","SYM TENIS BLANCOS TIGO EXPRESS GO FEMENINO 34","56000","Activo","DOTACION"
"SYM","SYM TENIS BLANCOS TIGO EXPRESS GO FEMENINO 35","56000","Activo","DOTACION"
"SYM","SYM TENIS BLANCOS TIGO EXPRESS GO FEMENINO 36","56000","Activo","DOTACION"
"SYM","SYM TENIS BLANCOS TIGO EXPRESS GO FEMENINO 37","56000","Activo","DOTACION"
"SYM","SYM TENIS BLANCOS TIGO EXPRESS GO FEMENINO 38","56000","Activo","DOTACION"
"SYM","SYM TENIS BLANCOS TIGO EXPRESS GO FEMENINO 39","56000","Activo","DOTACION"
"SYM","SYM TENIS BLANCOS TIGO EXPRESS GO FEMENINO 40","56000","Activo","DOTACION"
"SYM","SYM TENIS BLANCOS TIGO EXPRESS GO FEMENINO 41","56000","Activo","DOTACION"
"SYM","SYM TENIS BLANCOS TIGO EXPRESS GO FEMENINO 42","56000","Activo","DOTACION"
"SYM","SYM TENIS BLANCOS TIGO EXPRESS GO MASCULINO 37","56000","Activo","DOTACION"
"SYM","SYM TENIS BLANCOS TIGO EXPRESS GO MASCULINO 38","56000","Activo","DOTACION"
"SYM","SYM TENIS BLANCOS TIGO EXPRESS GO MASCULINO 39","56000","Activo","DOTACION"
"SYM","SYM TENIS BLANCOS TIGO EXPRESS GO MASCULINO 40","56000","Activo","DOTACION"
"SYM","SYM TENIS BLANCOS TIGO EXPRESS GO MASCULINO 41","56000","Activo","DOTACION"
"SYM","SYM TENIS BLANCOS TIGO EXPRESS GO MASCULINO 42","56000","Activo","DOTACION"
"SYM","SYM TENIS BLANCOS TIGO EXPRESS GO MASCULINO 43","56000","Activo","DOTACION"
"SYM","SYM TENIS BLANCOS TIGO EXPRESS GO MASCULINO 44","56000","Activo","DOTACION"
